username,content,like_count,retweet_count,location,year,tweets,location_cleaned,tokens,tokens_cleaned,polarity_score
a_ok10,Congrats to our portfolio company @mPharmaHealth for launching #QualityRx !!,1,0,"""""",2018,Congrats to our portfolio company  for launching  ,"""""","['Congrats', 'to', 'our', 'portfolio', 'company', 'for', 'launching']",Congrats portfolio company launching,0.0
GoldenPalmVC,"Our portfolio company, @mPharmaHealth has launched #QualityRx, which provides local pharmacies with the opportunity to be competitive.https://t.co/8pJOIXzXeF    https://t.co/Xmp7UBsjoW",5,2,Africa / New York City ,2018,Our portfolio company  has launched  which provides local pharmacies with the opportunity to be competitive    ,Africa / New York City ,"['Our', 'portfolio', 'company', 'has', 'launched', 'which', 'provides', 'local', 'pharmacies', 'with', 'the', 'opportunity', 'to', 'be', 'competitive']",portfolio company launched provides local pharmacies opportunity competitive,0.0
Prof_Yadav_SCM,Congratulations @Rockson2 @mPharmaHealth &amp; @Moustapha_6C @GoogleAI for a much deserved recognition.  https://t.co/Y6s9niE3IW,6,2,"Washington, DC & Fontainebleau",2018,Congratulations   amp   for a much deserved recognition  ,"Washington, DC & Fontainebleau","['Congratulations', 'amp', 'for', 'a', 'much', 'deserved', 'recognition']",Congratulations amp much deserved recognition,0.2
EuromoneyConf,"Join Euromoney, @thebankofghana and many C-level professionals from @KumasiHive, @AFD_France, @cowtribe, @UKGCC_ACCRA and @mPharmaHealth at The Euromoney Ghana/West Africa Conference next week! https://t.co/LHbjADTkSI #emGhana #fintech #ghana #innovation #financialinclusion https://t.co/CLs4nGzOZq",4,6,London,2018,Join Euromoney  and many Clevel professionals from     and  at The Euromoney GhanaWest Africa Conference next week       ,London,"['Join', 'Euromoney', 'and', 'many', 'Clevel', 'professionals', 'from', 'and', 'at', 'The', 'Euromoney', 'GhanaWest', 'Africa', 'Conference', 'next', 'week']",Join Euromoney many Clevel professionals Euromoney GhanaWest Africa Conference next week,0.25
ZrcsRed,"Zimbabwe Red Cross signs partnership agreement with @mPharmaHealth to increase access to low cost medical health to #Zimbabweans
@IFRCAfrica @Federation @ICRC_SAfrica https://t.co/OuculaRf07",12,3,"Harare, Zimbabwe",2018,"Zimbabwe Red Cross signs partnership agreement with  to increase access to low cost medical health to 
   ","Harare, Zimbabwe","['Zimbabwe', 'Red', 'Cross', 'signs', 'partnership', 'agreement', 'with', 'to', 'increase', 'access', 'to', 'low', 'cost', 'medical', 'health', 'to']",Zimbabwe Red Cross signs partnership agreement increase access low cost medical health,0.0
marakatherine1,".@mPharmaHealth seeks Director of Human Capital. Fast-growing, exciting company! https://t.co/7p25g9AjpS",2,0,Unceded land | Canada,2018, seeks Director of Human Capital Fastgrowing exciting company ,Unceded land | Canada,"['seeks', 'Director', 'of', 'Human', 'Capital', 'Fastgrowing', 'exciting', 'company']",seeks Director Human Capital Fastgrowing exciting company,0.15
FiachraMcAsey,"East Legon, a garden of creativity! Really enjoyed talking w. Greg @Rockson2 &amp; @mPharmaHealth  team today about the challenges and opportunities ahead in ensuring access to affordable healthcare #ForEveryChild in #ghana Looking forward to achieving that together. https://t.co/yqdvP3oPmT",5,1,Ghana,2018,East Legon a garden of creativity Really enjoyed talking w Greg  amp   team today about the challenges and opportunities ahead in ensuring access to affordable healthcare  in  Looking forward to achieving that together ,Ghana,"['East', 'Legon', 'a', 'garden', 'of', 'creativity', 'Really', 'enjoyed', 'talking', 'w', 'Greg', 'amp', 'team', 'today', 'about', 'the', 'challenges', 'and', 'opportunities', 'ahead', 'in', 'ensuring', 'access', 'to', 'affordable', 'healthcare', 'in', 'Looking', 'forward', 'to', 'achieving', 'that', 'together']",East Legon garden creativity Really enjoyed talking w Greg amp team today challenges opportunities ahead ensuring access affordable healthcare Looking forward achieving together,0.5
YemiOlutoye,But how is @mPharmaHealth really doing in Nigeria?,1,0,"""""",2018,But how is  really doing in Nigeria,"""""","['But', 'how', 'is', 'really', 'doing', 'in', 'Nigeria']",really Nigeria,0.2
IFRCAfrica,"#Innovation helps us continue to reach the most vulnerable communities across Africa!

In #Zimbabwe, we've teamed up with @mPharmaHealth to provide low-price medication to Harare residents. Every week, the @ZrcsRed Red Cross health clinic supports more than 600 patients! https://t.co/JHAp1yea4h",17,9,"Nairobi, Kenya",2018," helps us continue to reach the most vulnerable communities across Africa

In  weve teamed up with  to provide lowprice medication to Harare residents Every week the  Red Cross health clinic supports more than 600 patients ","Nairobi, Kenya","['helps', 'us', 'continue', 'to', 'reach', 'the', 'most', 'vulnerable', 'communities', 'across', 'Africa', 'In', 'weve', 'teamed', 'up', 'with', 'to', 'provide', 'lowprice', 'medication', 'to', 'Harare', 'residents', 'Every', 'week', 'the', 'Red', 'Cross', 'health', 'clinic', 'supports', 'more', 'than', '600', 'patients']",helps us continue reach vulnerable communities across Africa weve teamed provide lowprice medication Harare residents Every week Red Cross health clinic supports 600 patients,-0.16666666666666666
ghcorps,Shout out to our partner @mPharmaHealth for recently being recognized by @FastCompany as the Most Innovative Company in Africa!  #innovation #socialchange https://t.co/qbp9GDZzAO,2,0,"""""",2018,Shout out to our partner  for recently being recognized by  as the Most Innovative Company in Africa    ,"""""","['Shout', 'out', 'to', 'our', 'partner', 'for', 'recently', 'being', 'recognized', 'by', 'as', 'the', 'Most', 'Innovative', 'Company', 'in', 'Africa']",Shout partner recently recognized Innovative Company Africa,0.25
rabito_clinic,"Are you aware you can get your MUTTI card at Rabito Clinic, Osu branch? 
Learn more about it here: https://t.co/WoXxoGcFkS
@Rockson2 @mPharmaHealth https://t.co/uvYdryLp84",2,3,Ghana,2018,"Are you aware you can get your MUTTI card at Rabito Clinic Osu branch 
Learn more about it here 
  ",Ghana,"['Are', 'you', 'aware', 'you', 'can', 'get', 'your', 'MUTTI', 'card', 'at', 'Rabito', 'Clinic', 'Osu', 'branch', 'Learn', 'more', 'about', 'it', 'here']",aware get MUTTI card Rabito Clinic Osu branch Learn,0.25
codetraingh,"We had a @selasieanani, a developer at @mPharmaHealth, spoke to guests about the tech job industry. #codetrain #codetraingh https://t.co/UwfsZoyhgh",4,4,"Accra, Ghana",2018,We had a  a developer at  spoke to guests about the tech job industry   ,"Accra, Ghana","['We', 'had', 'a', 'a', 'developer', 'at', 'spoke', 'to', 'guests', 'about', 'the', 'tech', 'job', 'industry']",developer spoke guests tech job industry,0.0
rabito_clinic,"Do you have or know anyone with hypertension, diabetes or cholesterol? 
Rabito Clinic in partnership with @mPharmaHealth is organizing a free health screening on 14th July from 8am to 3pm at the Osu branch behind Koala. 
Come and learn more about the MUTTI program. @Rockson2 https://t.co/FKKh84daGI",4,3,Ghana,2018,"Do you have or know anyone with hypertension diabetes or cholesterol 
Rabito Clinic in partnership with  is organizing a free health screening on 14th July from 8am to 3pm at the Osu branch behind Koala 
Come and learn more about the MUTTI program  ",Ghana,"['Do', 'you', 'have', 'or', 'know', 'anyone', 'with', 'hypertension', 'diabetes', 'or', 'cholesterol', 'Rabito', 'Clinic', 'in', 'partnership', 'with', 'is', 'organizing', 'a', 'free', 'health', 'screening', 'on', '14th', 'July', 'from', '8am', 'to', '3pm', 'at', 'the', 'Osu', 'branch', 'behind', 'Koala', 'Come', 'and', 'learn', 'more', 'about', 'the', 'MUTTI', 'program']",know anyone hypertension diabetes cholesterol Rabito Clinic partnership organizing free health screening 14th July 8am 3pm Osu branch behind Koala Come learn MUTTI program,0.0
PatrickFynn,"Tomorow at Rabito Clinic, Osu. 
@StandoutCare and @mPharmaHealth  are bringing a clinic to the people. 

#HealthForAll #CommunityService https://t.co/CYgdBkXyNq",1,0,"Accra, Ghana",2018,"Tomorow at Rabito Clinic Osu 
 and   are bringing a clinic to the people 

  ","Accra, Ghana","['Tomorow', 'at', 'Rabito', 'Clinic', 'Osu', 'and', 'are', 'bringing', 'a', 'clinic', 'to', 'the', 'people']",Tomorow Rabito Clinic Osu bringing clinic people,0.0
SethAkumani,Throwback to when the @GenKey2 Africa Unstoppables stopped @mPharmaHealth in a football friendly last week. Rematch? @niiperper @eyirenkyi86 @mcseyarnold @david_inusah @makafui_fie #TBT #GenKeyat10 #footballseason https://t.co/buFgztFvMI,1,0,Accra,2018,Throwback to when the  Africa Unstoppables stopped  in a football friendly last week Rematch         ,Accra,"['Throwback', 'to', 'when', 'the', 'Africa', 'Unstoppables', 'stopped', 'in', 'a', 'football', 'friendly', 'last', 'week', 'Rematch']",Throwback Africa Unstoppables stopped football friendly last week Rematch,0.1875
yapili_health,Well done for your podcast and spreading the word on health innovation in Africa @Rockson2 @mPharmaHealth #podcasting #interviewing #africa #mpharma 🤟🏾🚀🌍⚕️ https://t.co/7FhEK6XOwY,3,0,NL based🇱🇺 Africa focused🌍,2018,Well done for your podcast and spreading the word on health innovation in Africa        ,NL based Africa focused,"['Well', 'done', 'for', 'your', 'podcast', 'and', 'spreading', 'the', 'word', 'on', 'health', 'innovation', 'in', 'Africa']",Well done podcast spreading word health innovation Africa,0.0
tori_crandall,Make sure to check out @mPharmaHealth's blog which is a treasure trove of info on Africa's healthcare sector.,0,0,"Lagos, Nigeria",2018,Make sure to check out s blog which is a treasure trove of info on Africas healthcare sector,"Lagos, Nigeria","['Make', 'sure', 'to', 'check', 'out', 's', 'blog', 'which', 'is', 'a', 'treasure', 'trove', 'of', 'info', 'on', 'Africas', 'healthcare', 'sector']",Make sure check blog treasure trove info Africas healthcare sector,0.5
tori_crandall,I love how the biz model of @mPharmaHealth evolved from a e-prescription platform to an inventory management service. (1),1,0,"Lagos, Nigeria",2018,I love how the biz model of  evolved from a eprescription platform to an inventory management service 1,"Lagos, Nigeria","['I', 'love', 'how', 'the', 'biz', 'model', 'of', 'evolved', 'from', 'a', 'eprescription', 'platform', 'to', 'an', 'inventory', 'management', 'service', '1']",love biz model evolved eprescription platform inventory management service 1,0.5
tori_crandall,It was such a pleasure to chat with @Rockson2 whose company @mPharmaHealth is at the forefront of Africa's digital healthcare space. What an innovative business model that is making a real difference. #Africa #Africatech #Africarising https://t.co/nBRP8M2LkQ,0,0,"Lagos, Nigeria",2018,It was such a pleasure to chat with  whose company  is at the forefront of Africas digital healthcare space What an innovative business model that is making a real difference    ,"Lagos, Nigeria","['It', 'was', 'such', 'a', 'pleasure', 'to', 'chat', 'with', 'whose', 'company', 'is', 'at', 'the', 'forefront', 'of', 'Africas', 'digital', 'healthcare', 'space', 'What', 'an', 'innovative', 'business', 'model', 'that', 'is', 'making', 'a', 'real', 'difference']",pleasure chat whose company forefront Africas digital healthcare space innovative business model making real difference,0.2333333333333333
tori_crandall,I wad thrilled to chat with @Rockson2 for this week's episode. His company mPharma @mPharmaHealth is really moving the needle in Africa's digital healthcare space. (1) https://t.co/1H9vMXYN3j,0,1,"Lagos, Nigeria",2018,I wad thrilled to chat with  for this weeks episode His company mPharma  is really moving the needle in Africas digital healthcare space 1 ,"Lagos, Nigeria","['I', 'wad', 'thrilled', 'to', 'chat', 'with', 'for', 'this', 'weeks', 'episode', 'His', 'company', 'mPharma', 'is', 'really', 'moving', 'the', 'needle', 'in', 'Africas', 'digital', 'healthcare', 'space', '1']",wad thrilled chat weeks episode company mPharma really moving needle Africas digital healthcare space 1,0.26666666666666666
hsherman,"""From warehouse to patient: @mPharmaHealth's approach to increasing the accessibility of medicines in Africa"" via @MadeItInAfrica https://t.co/BkNHTER8bW https://t.co/HTSfAPBias",0,0,"""""",2018,From warehouse to patient s approach to increasing the accessibility of medicines in Africa via   ,"""""","['From', 'warehouse', 'to', 'patient', 's', 'approach', 'to', 'increasing', 'the', 'accessibility', 'of', 'medicines', 'in', 'Africa', 'via']",warehouse patient approach increasing accessibility medicines Africa via,0.0
AOAdebakin,"https://t.co/Eg3gHyftK2
Curious about what we do at Advantage Health Africa? Then read a view I shared recently. Retweet some1 may need to partner with us. 
@DoctooraHealth 
@gerocare_ng 
@LanreAdeloye 
@IQVIA_HCPSpace 
@mPharmaHealth 
@AfricansBA 
@my_medicines 
@A_HealthAfrica",7,10,Africa,2018,"
Curious about what we do at Advantage Health Africa Then read a view I shared recently Retweet some1 may need to partner with us 
 
 
 
 
 
 
 
",Africa,"['Curious', 'about', 'what', 'we', 'do', 'at', 'Advantage', 'Health', 'Africa', 'Then', 'read', 'a', 'view', 'I', 'shared', 'recently', 'Retweet', 'some1', 'may', 'need', 'to', 'partner', 'with', 'us']",Curious Advantage Health Africa read view shared recently Retweet some1 may need partner us,-0.05
IFRCAfrica,"#Innovation helps us continue to reach the most vulnerable communities across Africa.

In #Zimbabwe, we've teamed up with @mPharmaHealth to provide low-price medication to Harare residents. Every week, the @ZrcsRed Red Cross health clinic supports more than 600 patients! https://t.co/xMcDkGm0hu",11,8,"Nairobi, Kenya",2018," helps us continue to reach the most vulnerable communities across Africa

In  weve teamed up with  to provide lowprice medication to Harare residents Every week the  Red Cross health clinic supports more than 600 patients ","Nairobi, Kenya","['helps', 'us', 'continue', 'to', 'reach', 'the', 'most', 'vulnerable', 'communities', 'across', 'Africa', 'In', 'weve', 'teamed', 'up', 'with', 'to', 'provide', 'lowprice', 'medication', 'to', 'Harare', 'residents', 'Every', 'week', 'the', 'Red', 'Cross', 'health', 'clinic', 'supports', 'more', 'than', '600', 'patients']",helps us continue reach vulnerable communities across Africa weve teamed provide lowprice medication Harare residents Every week Red Cross health clinic supports 600 patients,-0.16666666666666666
mocghana,"Team @mocghana were at @VivaTech! Artificial intelligence, future of the workforce, digital entrepreneurship, intelligent economies, bridging the gender gap, #TechForGood &amp; #Africatech all on the agenda! Great to see @Bisaapp @mPharmaHealth @afrolynk @africatechie #digitalghana https://t.co/FZcI5eU6Eb",34,15,"Greater Accra, Ghana",2018,Team  were at  Artificial intelligence future of the workforce digital entrepreneurship intelligent economies bridging the gender gap  amp  all on the agenda Great to see      ,"Greater Accra, Ghana","['Team', 'were', 'at', 'Artificial', 'intelligence', 'future', 'of', 'the', 'workforce', 'digital', 'entrepreneurship', 'intelligent', 'economies', 'bridging', 'the', 'gender', 'gap', 'amp', 'all', 'on', 'the', 'agenda', 'Great', 'to', 'see']",Team Artificial intelligence future workforce digital entrepreneurship intelligent economies bridging gender gap amp agenda Great see,0.2
